epsilon,delta,sensitivity,dp_seed,split,metric,k,value
50.0,1e-05,1.0,2026,train,cosine_min,,-0.045966637721117434
50.0,1e-05,1.0,2026,train,cosine_max,,0.4086325549350171
50.0,1e-05,1.0,2026,train,l2_distance_mean,,2.9648278147913905
50.0,1e-05,1.0,2026,train,l2_distance_std,,0.10776934019613166
50.0,1e-05,1.0,2026,train,l2_distance_min,,2.5854934956775257
50.0,1e-05,1.0,2026,train,l2_distance_max,,3.4492317761346754
50.0,1e-05,1.0,2026,train,absolute_delta_mean,,0.12078588363665077
50.0,1e-05,1.0,2026,train,absolute_delta_std,,0.09128073116460118
50.0,1e-05,1.0,2026,train,absolute_delta_min,,1.4901161193847656e-08
50.0,1e-05,1.0,2026,train,absolute_delta_max,,0.7822841331362724
50.0,1e-05,1.0,2026,train,original_norm_mean,,0.5873496396214581
50.0,1e-05,1.0,2026,train,original_norm_std,,0.09926824026493279
50.0,1e-05,1.0,2026,train,original_norm_min,,0.3025874329309691
50.0,1e-05,1.0,2026,train,original_norm_max,,1.0000000785710612
50.0,1e-05,1.0,2026,train,private_norm_mean,,3.0240335303151076
50.0,1e-05,1.0,2026,train,private_norm_std,,0.11187488950075367
50.0,1e-05,1.0,2026,train,private_norm_min,,2.6115240623385776
50.0,1e-05,1.0,2026,train,private_norm_max,,3.5438502511374184
50.0,1e-05,1.0,2026,train,relative_l2_distance_mean,,5.195073464939659
50.0,1e-05,1.0,2026,train,relative_l2_distance_std,,0.9109706620462886
50.0,1e-05,1.0,2026,train,relative_l2_distance_min,,2.878087507685605
50.0,1e-05,1.0,2026,train,relative_l2_distance_max,,10.063030374805608
50.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_mean,,5.29307456074048
50.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_std,,0.8957615568260731
50.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_min,,3.065020082255986
50.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_max,,10.051415011298076
50.0,1e-05,1.0,2026,train,neighbor_overlap,5,0.0009431939978563773
50.0,1e-05,1.0,2026,train,neighbor_overlap,10,0.0016648803143979993
50.0,1e-05,1.0,2026,train,neighbor_overlap,20,0.0031404072883172564
50.0,1e-05,1.0,2026,test,cosine_mean,,0.1927504234572423
50.0,1e-05,1.0,2026,test,cosine_std,,0.05823609584319028
50.0,1e-05,1.0,2026,test,cosine_min,,-0.010842188785334756
50.0,1e-05,1.0,2026,test,cosine_max,,0.3862814217335134
50.0,1e-05,1.0,2026,test,l2_distance_mean,,2.96401113163932
50.0,1e-05,1.0,2026,test,l2_distance_std,,0.10844602764315768
50.0,1e-05,1.0,2026,test,l2_distance_min,,2.501842847718207
50.0,1e-05,1.0,2026,test,l2_distance_max,,3.337230565288884
50.0,1e-05,1.0,2026,test,absolute_delta_mean,,0.12078827011497068
50.0,1e-05,1.0,2026,test,absolute_delta_std,,0.09121056438955685
50.0,1e-05,1.0,2026,test,absolute_delta_min,,9.592622518539429e-08
50.0,1e-05,1.0,2026,test,absolute_delta_max,,0.7884071953594685
50.0,1e-05,1.0,2026,test,original_norm_mean,,0.5867764179447457
50.0,1e-05,1.0,2026,test,original_norm_std,,0.09971744554259364
50.0,1e-05,1.0,2026,test,original_norm_min,,0.32245568233794636
50.0,1e-05,1.0,2026,test,original_norm_max,,1.0000000278559538
50.0,1e-05,1.0,2026,test,private_norm_mean,,3.022629713366753
50.0,1e-05,1.0,2026,test,private_norm_std,,0.11237160958421466
50.0,1e-05,1.0,2026,test,private_norm_min,,2.567199826815774
50.0,1e-05,1.0,2026,test,private_norm_max,,3.3979639400098414
50.0,1e-05,1.0,2026,test,relative_l2_distance_mean,,5.201745865501197
50.0,1e-05,1.0,2026,test,relative_l2_distance_std,,0.9260136663254197
50.0,1e-05,1.0,2026,test,relative_l2_distance_min,,3.055613182930293
50.0,1e-05,1.0,2026,test,relative_l2_distance_max,,9.529576735305607
50.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_mean,,5.298631738875164
50.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_std,,0.9097929413901757
50.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_min,,3.253530681950878
50.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_max,,9.559095950000742
50.0,1e-05,1.0,2026,test,neighbor_overlap,5,0.00297227779365533
50.0,1e-05,1.0,2026,test,neighbor_overlap,10,0.006201771934838526
50.0,1e-05,1.0,2026,test,neighbor_overlap,20,0.01103172334952844
