task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
age,hist_gradient_boosting,0.25,34,38,25-34,25-34,58
age,hist_gradient_boosting,0.25,34,38,25-34,35-49,0
age,hist_gradient_boosting,0.25,34,38,25-34,50-XX,0
age,hist_gradient_boosting,0.25,34,38,35-49,18-24,0
age,hist_gradient_boosting,0.25,34,38,35-49,25-34,20
age,hist_gradient_boosting,0.25,34,38,35-49,35-49,0
age,hist_gradient_boosting,0.25,34,38,35-49,50-XX,0
age,hist_gradient_boosting,0.25,34,38,50-XX,18-24,0
age,hist_gradient_boosting,0.25,34,38,50-XX,25-34,8
age,hist_gradient_boosting,0.25,34,38,50-XX,35-49,0
age,hist_gradient_boosting,0.25,34,38,50-XX,50-XX,0
age,xgboost,0.25,34,38,18-24,18-24,30
age,xgboost,0.25,34,38,18-24,25-34,21
age,xgboost,0.25,34,38,18-24,35-49,5
age,xgboost,0.25,34,38,18-24,50-XX,0
age,xgboost,0.25,34,38,25-34,18-24,27
age,xgboost,0.25,34,38,25-34,25-34,31
age,xgboost,0.25,34,38,25-34,35-49,0
age,xgboost,0.25,34,38,25-34,50-XX,0
age,xgboost,0.25,34,38,35-49,18-24,10
age,xgboost,0.25,34,38,35-49,25-34,10
age,xgboost,0.25,34,38,35-49,35-49,0
age,xgboost,0.25,34,38,35-49,50-XX,0
age,xgboost,0.25,34,38,50-XX,18-24,4
age,xgboost,0.25,34,38,50-XX,25-34,4
age,xgboost,0.25,34,38,50-XX,35-49,0
age,xgboost,0.25,34,38,50-XX,50-XX,0
age,mlp,0.25,34,38,18-24,18-24,4
age,mlp,0.25,34,38,18-24,25-34,25
age,mlp,0.25,34,38,18-24,35-49,20
age,mlp,0.25,34,38,18-24,50-XX,7
age,mlp,0.25,34,38,25-34,18-24,7
age,mlp,0.25,34,38,25-34,25-34,29
age,mlp,0.25,34,38,25-34,35-49,18
age,mlp,0.25,34,38,25-34,50-XX,4
age,mlp,0.25,34,38,35-49,18-24,3
age,mlp,0.25,34,38,35-49,25-34,11
age,mlp,0.25,34,38,35-49,35-49,3
age,mlp,0.25,34,38,35-49,50-XX,3
age,mlp,0.25,34,38,50-XX,18-24,1
age,mlp,0.25,34,38,50-XX,25-34,4
age,mlp,0.25,34,38,50-XX,35-49,3
age,mlp,0.25,34,38,50-XX,50-XX,0
age,logistic_regression,0.25,55,38,18-24,18-24,19
age,logistic_regression,0.25,55,38,18-24,25-34,35
age,logistic_regression,0.25,55,38,18-24,35-49,2
age,logistic_regression,0.25,55,38,18-24,50-XX,0
age,logistic_regression,0.25,55,38,25-34,18-24,30
age,logistic_regression,0.25,55,38,25-34,25-34,28
age,logistic_regression,0.25,55,38,25-34,35-49,0
age,logistic_regression,0.25,55,38,25-34,50-XX,0
age,logistic_regression,0.25,55,38,35-49,18-24,12
age,logistic_regression,0.25,55,38,35-49,25-34,8
age,logistic_regression,0.25,55,38,35-49,35-49,0
age,logistic_regression,0.25,55,38,35-49,50-XX,0
age,logistic_regression,0.25,55,38,50-XX,18-24,2
age,logistic_regression,0.25,55,38,50-XX,25-34,6
age,logistic_regression,0.25,55,38,50-XX,35-49,0
age,logistic_regression,0.25,55,38,50-XX,50-XX,0
age,random_forest,0.25,55,38,18-24,18-24,11
age,random_forest,0.25,55,38,18-24,25-34,45
age,random_forest,0.25,55,38,18-24,35-49,0
age,random_forest,0.25,55,38,18-24,50-XX,0
age,random_forest,0.25,55,38,25-34,18-24,15
age,random_forest,0.25,55,38,25-34,25-34,43
age,random_forest,0.25,55,38,25-34,35-49,0
age,random_forest,0.25,55,38,25-34,50-XX,0
age,random_forest,0.25,55,38,35-49,18-24,7
age,random_forest,0.25,55,38,35-49,25-34,13
age,random_forest,0.25,55,38,35-49,35-49,0
age,random_forest,0.25,55,38,35-49,50-XX,0
age,random_forest,0.25,55,38,50-XX,18-24,2
age,random_forest,0.25,55,38,50-XX,25-34,6
age,random_forest,0.25,55,38,50-XX,35-49,0
age,random_forest,0.25,55,38,50-XX,50-XX,0
age,hist_gradient_boosting,0.25,55,38,18-24,18-24,0
age,hist_gradient_boosting,0.25,55,38,18-24,25-34,56
age,hist_gradient_boosting,0.25,55,38,18-24,35-49,0
age,hist_gradient_boosting,0.25,55,38,18-24,50-XX,0
age,hist_gradient_boosting,0.25,55,38,25-34,18-24,0
age,hist_gradient_boosting,0.25,55,38,25-34,25-34,58
age,hist_gradient_boosting,0.25,55,38,25-34,35-49,0
age,hist_gradient_boosting,0.25,55,38,25-34,50-XX,0
age,hist_gradient_boosting,0.25,55,38,35-49,18-24,0
age,hist_gradient_boosting,0.25,55,38,35-49,25-34,20
age,hist_gradient_boosting,0.25,55,38,35-49,35-49,0
age,hist_gradient_boosting,0.25,55,38,35-49,50-XX,0
age,hist_gradient_boosting,0.25,55,38,50-XX,18-24,0
age,hist_gradient_boosting,0.25,55,38,50-XX,25-34,8
age,hist_gradient_boosting,0.25,55,38,50-XX,35-49,0
age,hist_gradient_boosting,0.25,55,38,50-XX,50-XX,0
age,xgboost,0.25,55,38,18-24,18-24,19
age,xgboost,0.25,55,38,18-24,25-34,36
age,xgboost,0.25,55,38,18-24,35-49,1
age,xgboost,0.25,55,38,18-24,50-XX,0
age,xgboost,0.25,55,38,25-34,18-24,24
age,xgboost,0.25,55,38,25-34,25-34,31
age,xgboost,0.25,55,38,25-34,35-49,2
age,xgboost,0.25,55,38,25-34,50-XX,1
age,xgboost,0.25,55,38,35-49,18-24,6
age,xgboost,0.25,55,38,35-49,25-34,14
age,xgboost,0.25,55,38,35-49,35-49,0
age,xgboost,0.25,55,38,35-49,50-XX,0
age,xgboost,0.25,55,38,50-XX,18-24,5
age,xgboost,0.25,55,38,50-XX,25-34,3
age,xgboost,0.25,55,38,50-XX,35-49,0
age,xgboost,0.25,55,38,50-XX,50-XX,0
age,mlp,0.25,55,38,18-24,18-24,18
age,mlp,0.25,55,38,18-24,25-34,19
age,mlp,0.25,55,38,18-24,35-49,12
age,mlp,0.25,55,38,18-24,50-XX,7
age,mlp,0.25,55,38,25-34,18-24,19
age,mlp,0.25,55,38,25-34,25-34,22
age,mlp,0.25,55,38,25-34,35-49,8
age,mlp,0.25,55,38,25-34,50-XX,9
age,mlp,0.25,55,38,35-49,18-24,7
age,mlp,0.25,55,38,35-49,25-34,7
age,mlp,0.25,55,38,35-49,35-49,5
age,mlp,0.25,55,38,35-49,50-XX,1
age,mlp,0.25,55,38,50-XX,18-24,4
age,mlp,0.25,55,38,50-XX,25-34,2
age,mlp,0.25,55,38,50-XX,35-49,2
age,mlp,0.25,55,38,50-XX,50-XX,0
age,logistic_regression,0.25,89,38,18-24,18-24,28
age,logistic_regression,0.25,89,38,18-24,25-34,28
age,logistic_regression,0.25,89,38,18-24,35-49,0
age,logistic_regression,0.25,89,38,18-24,50-XX,0
age,logistic_regression,0.25,89,38,25-34,18-24,31
age,logistic_regression,0.25,89,38,25-34,25-34,26
age,logistic_regression,0.25,89,38,25-34,35-49,1
age,logistic_regression,0.25,89,38,25-34,50-XX,0
age,logistic_regression,0.25,89,38,35-49,18-24,12
age,logistic_regression,0.25,89,38,35-49,25-34,6
age,logistic_regression,0.25,89,38,35-49,35-49,2
age,logistic_regression,0.25,89,38,35-49,50-XX,0
age,logistic_regression,0.25,89,38,50-XX,18-24,5
age,logistic_regression,0.25,89,38,50-XX,25-34,3
age,logistic_regression,0.25,89,38,50-XX,35-49,0
age,logistic_regression,0.25,89,38,50-XX,50-XX,0
age,random_forest,0.25,89,38,18-24,18-24,22
age,random_forest,0.25,89,38,18-24,25-34,34
age,random_forest,0.25,89,38,18-24,35-49,0
age,random_forest,0.25,89,38,18-24,50-XX,0
age,random_forest,0.25,89,38,25-34,18-24,23
age,random_forest,0.25,89,38,25-34,25-34,35
age,random_forest,0.25,89,38,25-34,35-49,0
age,random_forest,0.25,89,38,25-34,50-XX,0
age,random_forest,0.25,89,38,35-49,18-24,11
age,random_forest,0.25,89,38,35-49,25-34,9
age,random_forest,0.25,89,38,35-49,35-49,0
age,random_forest,0.25,89,38,35-49,50-XX,0
age,random_forest,0.25,89,38,50-XX,18-24,3
age,random_forest,0.25,89,38,50-XX,25-34,5
age,random_forest,0.25,89,38,50-XX,35-49,0
age,random_forest,0.25,89,38,50-XX,50-XX,0
age,hist_gradient_boosting,0.25,89,38,18-24,18-24,0
age,hist_gradient_boosting,0.25,89,38,18-24,25-34,56
age,hist_gradient_boosting,0.25,89,38,18-24,35-49,0
age,hist_gradient_boosting,0.25,89,38,18-24,50-XX,0
age,hist_gradient_boosting,0.25,89,38,25-34,18-24,0
age,hist_gradient_boosting,0.25,89,38,25-34,25-34,58
age,hist_gradient_boosting,0.25,89,38,25-34,35-49,0
age,hist_gradient_boosting,0.25,89,38,25-34,50-XX,0
age,hist_gradient_boosting,0.25,89,38,35-49,18-24,0
age,hist_gradient_boosting,0.25,89,38,35-49,25-34,20
age,hist_gradient_boosting,0.25,89,38,35-49,35-49,0
age,hist_gradient_boosting,0.25,89,38,35-49,50-XX,0
age,hist_gradient_boosting,0.25,89,38,50-XX,18-24,0
age,hist_gradient_boosting,0.25,89,38,50-XX,25-34,8
age,hist_gradient_boosting,0.25,89,38,50-XX,35-49,0
age,hist_gradient_boosting,0.25,89,38,50-XX,50-XX,0
age,xgboost,0.25,89,38,18-24,18-24,29
age,xgboost,0.25,89,38,18-24,25-34,25
age,xgboost,0.25,89,38,18-24,35-49,2
age,xgboost,0.25,89,38,18-24,50-XX,0
age,xgboost,0.25,89,38,25-34,18-24,31
age,xgboost,0.25,89,38,25-34,25-34,25
age,xgboost,0.25,89,38,25-34,35-49,2
age,xgboost,0.25,89,38,25-34,50-XX,0
age,xgboost,0.25,89,38,35-49,18-24,9
age,xgboost,0.25,89,38,35-49,25-34,10
age,xgboost,0.25,89,38,35-49,35-49,1
age,xgboost,0.25,89,38,35-49,50-XX,0
age,xgboost,0.25,89,38,50-XX,18-24,4
age,xgboost,0.25,89,38,50-XX,25-34,4
age,xgboost,0.25,89,38,50-XX,35-49,0
age,xgboost,0.25,89,38,50-XX,50-XX,0
age,mlp,0.25,89,38,18-24,18-24,19
age,mlp,0.25,89,38,18-24,25-34,4
age,mlp,0.25,89,38,18-24,35-49,13
age,mlp,0.25,89,38,18-24,50-XX,20
age,mlp,0.25,89,38,25-34,18-24,24
age,mlp,0.25,89,38,25-34,25-34,8
age,mlp,0.25,89,38,25-34,35-49,9
age,mlp,0.25,89,38,25-34,50-XX,17
age,mlp,0.25,89,38,35-49,18-24,6
age,mlp,0.25,89,38,35-49,25-34,2
age,mlp,0.25,89,38,35-49,35-49,3
age,mlp,0.25,89,38,35-49,50-XX,9
age,mlp,0.25,89,38,50-XX,18-24,2
age,mlp,0.25,89,38,50-XX,25-34,1
age,mlp,0.25,89,38,50-XX,35-49,3
age,mlp,0.25,89,38,50-XX,50-XX,2
age,logistic_regression,0.5,13,76,18-24,18-24,33
age,logistic_regression,0.5,13,76,18-24,25-34,22
age,logistic_regression,0.5,13,76,18-24,35-49,1
age,logistic_regression,0.5,13,76,18-24,50-XX,0
age,logistic_regression,0.5,13,76,25-34,18-24,29
age,logistic_regression,0.5,13,76,25-34,25-34,26
age,logistic_regression,0.5,13,76,25-34,35-49,2
age,logistic_regression,0.5,13,76,25-34,50-XX,1
age,logistic_regression,0.5,13,76,35-49,18-24,14
age,logistic_regression,0.5,13,76,35-49,25-34,6
age,logistic_regression,0.5,13,76,35-49,35-49,0
age,logistic_regression,0.5,13,76,35-49,50-XX,0
age,logistic_regression,0.5,13,76,50-XX,18-24,3
age,logistic_regression,0.5,13,76,50-XX,25-34,5
age,logistic_regression,0.5,13,76,50-XX,35-49,0
age,logistic_regression,0.5,13,76,50-XX,50-XX,0
age,random_forest,0.5,13,76,18-24,18-24,18
age,random_forest,0.5,13,76,18-24,25-34,38
age,random_forest,0.5,13,76,18-24,35-49,0
age,random_forest,0.5,13,76,18-24,50-XX,0
age,random_forest,0.5,13,76,25-34,18-24,23
age,random_forest,0.5,13,76,25-34,25-34,35
age,random_forest,0.5,13,76,25-34,35-49,0
age,random_forest,0.5,13,76,25-34,50-XX,0
age,random_forest,0.5,13,76,35-49,18-24,8
age,random_forest,0.5,13,76,35-49,25-34,12
age,random_forest,0.5,13,76,35-49,35-49,0
age,random_forest,0.5,13,76,35-49,50-XX,0
age,random_forest,0.5,13,76,50-XX,18-24,2
age,random_forest,0.5,13,76,50-XX,25-34,6
age,random_forest,0.5,13,76,50-XX,35-49,0
age,random_forest,0.5,13,76,50-XX,50-XX,0
age,hist_gradient_boosting,0.5,13,76,18-24,18-24,29
age,hist_gradient_boosting,0.5,13,76,18-24,25-34,26
age,hist_gradient_boosting,0.5,13,76,18-24,35-49,1
age,hist_gradient_boosting,0.5,13,76,18-24,50-XX,0
age,hist_gradient_boosting,0.5,13,76,25-34,18-24,36
age,hist_gradient_boosting,0.5,13,76,25-34,25-34,22
age,hist_gradient_boosting,0.5,13,76,25-34,35-49,0
age,hist_gradient_boosting,0.5,13,76,25-34,50-XX,0
age,hist_gradient_boosting,0.5,13,76,35-49,18-24,16
age,hist_gradient_boosting,0.5,13,76,35-49,25-34,4
age,hist_gradient_boosting,0.5,13,76,35-49,35-49,0
age,hist_gradient_boosting,0.5,13,76,35-49,50-XX,0
age,hist_gradient_boosting,0.5,13,76,50-XX,18-24,2
age,hist_gradient_boosting,0.5,13,76,50-XX,25-34,6
age,hist_gradient_boosting,0.5,13,76,50-XX,35-49,0
age,hist_gradient_boosting,0.5,13,76,50-XX,50-XX,0
age,xgboost,0.5,13,76,18-24,18-24,29
age,xgboost,0.5,13,76,18-24,25-34,26
age,xgboost,0.5,13,76,18-24,35-49,1
age,xgboost,0.5,13,76,18-24,50-XX,0
age,xgboost,0.5,13,76,25-34,18-24,32
age,xgboost,0.5,13,76,25-34,25-34,25
age,xgboost,0.5,13,76,25-34,35-49,1
age,xgboost,0.5,13,76,25-34,50-XX,0
age,xgboost,0.5,13,76,35-49,18-24,12
age,xgboost,0.5,13,76,35-49,25-34,7
age,xgboost,0.5,13,76,35-49,35-49,1
age,xgboost,0.5,13,76,35-49,50-XX,0
age,xgboost,0.5,13,76,50-XX,18-24,1
age,xgboost,0.5,13,76,50-XX,25-34,6
age,xgboost,0.5,13,76,50-XX,35-49,1
age,xgboost,0.5,13,76,50-XX,50-XX,0
age,mlp,0.5,13,76,18-24,18-24,20
age,mlp,0.5,13,76,18-24,25-34,22
age,mlp,0.5,13,76,18-24,35-49,13
age,mlp,0.5,13,76,18-24,50-XX,1
age,mlp,0.5,13,76,25-34,18-24,17
age,mlp,0.5,13,76,25-34,25-34,25
age,mlp,0.5,13,76,25-34,35-49,14
age,mlp,0.5,13,76,25-34,50-XX,2
age,mlp,0.5,13,76,35-49,18-24,7
age,mlp,0.5,13,76,35-49,25-34,8
age,mlp,0.5,13,76,35-49,35-49,2
age,mlp,0.5,13,76,35-49,50-XX,3
age,mlp,0.5,13,76,50-XX,18-24,2
age,mlp,0.5,13,76,50-XX,25-34,6
age,mlp,0.5,13,76,50-XX,35-49,0
age,mlp,0.5,13,76,50-XX,50-XX,0
age,logistic_regression,0.5,21,76,18-24,18-24,28
age,logistic_regression,0.5,21,76,18-24,25-34,24
age,logistic_regression,0.5,21,76,18-24,35-49,4
age,logistic_regression,0.5,21,76,18-24,50-XX,0
age,logistic_regression,0.5,21,76,25-34,18-24,25
age,logistic_regression,0.5,21,76,25-34,25-34,28
age,logistic_regression,0.5,21,76,25-34,35-49,5
age,logistic_regression,0.5,21,76,25-34,50-XX,0
age,logistic_regression,0.5,21,76,35-49,18-24,10
age,logistic_regression,0.5,21,76,35-49,25-34,9
age,logistic_regression,0.5,21,76,35-49,35-49,1
age,logistic_regression,0.5,21,76,35-49,50-XX,0
age,logistic_regression,0.5,21,76,50-XX,18-24,5
age,logistic_regression,0.5,21,76,50-XX,25-34,3
age,logistic_regression,0.5,21,76,50-XX,35-49,0
age,logistic_regression,0.5,21,76,50-XX,50-XX,0
age,random_forest,0.5,21,76,18-24,18-24,31
age,random_forest,0.5,21,76,18-24,25-34,25
age,random_forest,0.5,21,76,18-24,35-49,0
age,random_forest,0.5,21,76,18-24,50-XX,0
age,random_forest,0.5,21,76,25-34,18-24,24
age,random_forest,0.5,21,76,25-34,25-34,34
age,random_forest,0.5,21,76,25-34,35-49,0
age,random_forest,0.5,21,76,25-34,50-XX,0
age,random_forest,0.5,21,76,35-49,18-24,12
age,random_forest,0.5,21,76,35-49,25-34,8
age,random_forest,0.5,21,76,35-49,35-49,0
age,random_forest,0.5,21,76,35-49,50-XX,0
age,random_forest,0.5,21,76,50-XX,18-24,6
age,random_forest,0.5,21,76,50-XX,25-34,2
age,random_forest,0.5,21,76,50-XX,35-49,0
age,random_forest,0.5,21,76,50-XX,50-XX,0
age,hist_gradient_boosting,0.5,21,76,18-24,18-24,22
age,hist_gradient_boosting,0.5,21,76,18-24,25-34,30
age,hist_gradient_boosting,0.5,21,76,18-24,35-49,1
age,hist_gradient_boosting,0.5,21,76,18-24,50-XX,3
age,hist_gradient_boosting,0.5,21,76,25-34,18-24,21
age,hist_gradient_boosting,0.5,21,76,25-34,25-34,34
age,hist_gradient_boosting,0.5,21,76,25-34,35-49,0
age,hist_gradient_boosting,0.5,21,76,25-34,50-XX,3
age,hist_gradient_boosting,0.5,21,76,35-49,18-24,8
age,hist_gradient_boosting,0.5,21,76,35-49,25-34,12
age,hist_gradient_boosting,0.5,21,76,35-49,35-49,0
age,hist_gradient_boosting,0.5,21,76,35-49,50-XX,0
age,hist_gradient_boosting,0.5,21,76,50-XX,18-24,6
age,hist_gradient_boosting,0.5,21,76,50-XX,25-34,2
age,hist_gradient_boosting,0.5,21,76,50-XX,35-49,0
age,hist_gradient_boosting,0.5,21,76,50-XX,50-XX,0
age,xgboost,0.5,21,76,18-24,18-24,29
age,xgboost,0.5,21,76,18-24,25-34,27
age,xgboost,0.5,21,76,18-24,35-49,0
age,xgboost,0.5,21,76,18-24,50-XX,0
age,xgboost,0.5,21,76,25-34,18-24,31
age,xgboost,0.5,21,76,25-34,25-34,25
age,xgboost,0.5,21,76,25-34,35-49,1
age,xgboost,0.5,21,76,25-34,50-XX,1
age,xgboost,0.5,21,76,35-49,18-24,11
age,xgboost,0.5,21,76,35-49,25-34,9
age,xgboost,0.5,21,76,35-49,35-49,0
age,xgboost,0.5,21,76,35-49,50-XX,0
age,xgboost,0.5,21,76,50-XX,18-24,5
age,xgboost,0.5,21,76,50-XX,25-34,3
age,xgboost,0.5,21,76,50-XX,35-49,0
age,xgboost,0.5,21,76,50-XX,50-XX,0
age,mlp,0.5,21,76,18-24,18-24,12
age,mlp,0.5,21,76,18-24,25-34,19
age,mlp,0.5,21,76,18-24,35-49,10
age,mlp,0.5,21,76,18-24,50-XX,15
age,mlp,0.5,21,76,25-34,18-24,13
age,mlp,0.5,21,76,25-34,25-34,26
age,mlp,0.5,21,76,25-34,35-49,6
age,mlp,0.5,21,76,25-34,50-XX,13
age,mlp,0.5,21,76,35-49,18-24,5
age,mlp,0.5,21,76,35-49,25-34,3
age,mlp,0.5,21,76,35-49,35-49,6
age,mlp,0.5,21,76,35-49,50-XX,6
age,mlp,0.5,21,76,50-XX,18-24,1
age,mlp,0.5,21,76,50-XX,25-34,4
age,mlp,0.5,21,76,50-XX,35-49,1
age,mlp,0.5,21,76,50-XX,50-XX,2
age,logistic_regression,0.5,34,76,18-24,18-24,28
age,logistic_regression,0.5,34,76,18-24,25-34,25
age,logistic_regression,0.5,34,76,18-24,35-49,2
age,logistic_regression,0.5,34,76,18-24,50-XX,1
age,logistic_regression,0.5,34,76,25-34,18-24,23
age,logistic_regression,0.5,34,76,25-34,25-34,30
age,logistic_regression,0.5,34,76,25-34,35-49,5
age,logistic_regression,0.5,34,76,25-34,50-XX,0
age,logistic_regression,0.5,34,76,35-49,18-24,14
age,logistic_regression,0.5,34,76,35-49,25-34,4
age,logistic_regression,0.5,34,76,35-49,35-49,2
age,logistic_regression,0.5,34,76,35-49,50-XX,0
age,logistic_regression,0.5,34,76,50-XX,18-24,3
age,logistic_regression,0.5,34,76,50-XX,25-34,4
age,logistic_regression,0.5,34,76,50-XX,35-49,1
age,logistic_regression,0.5,34,76,50-XX,50-XX,0
age,random_forest,0.5,34,76,18-24,18-24,30
age,random_forest,0.5,34,76,18-24,25-34,26
age,random_forest,0.5,34,76,18-24,35-49,0
age,random_forest,0.5,34,76,18-24,50-XX,0
age,random_forest,0.5,34,76,25-34,18-24,27
age,random_forest,0.5,34,76,25-34,25-34,31
age,random_forest,0.5,34,76,25-34,35-49,0
age,random_forest,0.5,34,76,25-34,50-XX,0
age,random_forest,0.5,34,76,35-49,18-24,13
age,random_forest,0.5,34,76,35-49,25-34,7
age,random_forest,0.5,34,76,35-49,35-49,0
age,random_forest,0.5,34,76,35-49,50-XX,0
age,random_forest,0.5,34,76,50-XX,18-24,3
age,random_forest,0.5,34,76,50-XX,25-34,5
age,random_forest,0.5,34,76,50-XX,35-49,0
age,random_forest,0.5,34,76,50-XX,50-XX,0
age,hist_gradient_boosting,0.5,34,76,18-24,18-24,27
age,hist_gradient_boosting,0.5,34,76,18-24,25-34,27
age,hist_gradient_boosting,0.5,34,76,18-24,35-49,2
age,hist_gradient_boosting,0.5,34,76,18-24,50-XX,0
age,hist_gradient_boosting,0.5,34,76,25-34,18-24,35
age,hist_gradient_boosting,0.5,34,76,25-34,25-34,22
age,hist_gradient_boosting,0.5,34,76,25-34,35-49,1
age,hist_gradient_boosting,0.5,34,76,25-34,50-XX,0
age,hist_gradient_boosting,0.5,34,76,35-49,18-24,11
age,hist_gradient_boosting,0.5,34,76,35-49,25-34,8
age,hist_gradient_boosting,0.5,34,76,35-49,35-49,1
age,hist_gradient_boosting,0.5,34,76,35-49,50-XX,0
age,hist_gradient_boosting,0.5,34,76,50-XX,18-24,5
age,hist_gradient_boosting,0.5,34,76,50-XX,25-34,3
age,hist_gradient_boosting,0.5,34,76,50-XX,35-49,0
age,hist_gradient_boosting,0.5,34,76,50-XX,50-XX,0
age,xgboost,0.5,34,76,18-24,18-24,35
age,xgboost,0.5,34,76,18-24,25-34,21
age,xgboost,0.5,34,76,18-24,35-49,0
age,xgboost,0.5,34,76,18-24,50-XX,0
age,xgboost,0.5,34,76,25-34,18-24,37
age,xgboost,0.5,34,76,25-34,25-34,20
age,xgboost,0.5,34,76,25-34,35-49,1
age,xgboost,0.5,34,76,25-34,50-XX,0
age,xgboost,0.5,34,76,35-49,18-24,15
age,xgboost,0.5,34,76,35-49,25-34,5
age,xgboost,0.5,34,76,35-49,35-49,0
age,xgboost,0.5,34,76,35-49,50-XX,0
age,xgboost,0.5,34,76,50-XX,18-24,4
age,xgboost,0.5,34,76,50-XX,25-34,4
age,xgboost,0.5,34,76,50-XX,35-49,0
age,xgboost,0.5,34,76,50-XX,50-XX,0
age,mlp,0.5,34,76,18-24,18-24,11
age,mlp,0.5,34,76,18-24,25-34,22
age,mlp,0.5,34,76,18-24,35-49,17
age,mlp,0.5,34,76,18-24,50-XX,6
age,mlp,0.5,34,76,25-34,18-24,8
age,mlp,0.5,34,76,25-34,25-34,30
age,mlp,0.5,34,76,25-34,35-49,16
age,mlp,0.5,34,76,25-34,50-XX,4
age,mlp,0.5,34,76,35-49,18-24,5
age,mlp,0.5,34,76,35-49,25-34,9
age,mlp,0.5,34,76,35-49,35-49,3
age,mlp,0.5,34,76,35-49,50-XX,3
age,mlp,0.5,34,76,50-XX,18-24,1
age,mlp,0.5,34,76,50-XX,25-34,4
age,mlp,0.5,34,76,50-XX,35-49,3
age,mlp,0.5,34,76,50-XX,50-XX,0
age,logistic_regression,0.5,55,76,18-24,18-24,21
age,logistic_regression,0.5,55,76,18-24,25-34,33
age,logistic_regression,0.5,55,76,18-24,35-49,1
age,logistic_regression,0.5,55,76,18-24,50-XX,1
age,logistic_regression,0.5,55,76,25-34,18-24,29
age,logistic_regression,0.5,55,76,25-34,25-34,27
age,logistic_regression,0.5,55,76,25-34,35-49,2
age,logistic_regression,0.5,55,76,25-34,50-XX,0
age,logistic_regression,0.5,55,76,35-49,18-24,12
age,logistic_regression,0.5,55,76,35-49,25-34,8
age,logistic_regression,0.5,55,76,35-49,35-49,0
age,logistic_regression,0.5,55,76,35-49,50-XX,0
age,logistic_regression,0.5,55,76,50-XX,18-24,4
age,logistic_regression,0.5,55,76,50-XX,25-34,4
age,logistic_regression,0.5,55,76,50-XX,35-49,0
age,logistic_regression,0.5,55,76,50-XX,50-XX,0
age,random_forest,0.5,55,76,18-24,18-24,17
age,random_forest,0.5,55,76,18-24,25-34,39
age,random_forest,0.5,55,76,18-24,35-49,0
age,random_forest,0.5,55,76,18-24,50-XX,0
age,random_forest,0.5,55,76,25-34,18-24,18
age,random_forest,0.5,55,76,25-34,25-34,40
age,random_forest,0.5,55,76,25-34,35-49,0
age,random_forest,0.5,55,76,25-34,50-XX,0
age,random_forest,0.5,55,76,35-49,18-24,7
age,random_forest,0.5,55,76,35-49,25-34,13
age,random_forest,0.5,55,76,35-49,35-49,0
age,random_forest,0.5,55,76,35-49,50-XX,0
age,random_forest,0.5,55,76,50-XX,18-24,2
age,random_forest,0.5,55,76,50-XX,25-34,6
age,random_forest,0.5,55,76,50-XX,35-49,0
age,random_forest,0.5,55,76,50-XX,50-XX,0
age,hist_gradient_boosting,0.5,55,76,18-24,18-24,20
age,hist_gradient_boosting,0.5,55,76,18-24,25-34,35
age,hist_gradient_boosting,0.5,55,76,18-24,35-49,1
age,hist_gradient_boosting,0.5,55,76,18-24,50-XX,0
age,hist_gradient_boosting,0.5,55,76,25-34,18-24,31
age,hist_gradient_boosting,0.5,55,76,25-34,25-34,27
age,hist_gradient_boosting,0.5,55,76,25-34,35-49,0
age,hist_gradient_boosting,0.5,55,76,25-34,50-XX,0
age,hist_gradient_boosting,0.5,55,76,35-49,18-24,11
age,hist_gradient_boosting,0.5,55,76,35-49,25-34,9
age,hist_gradient_boosting,0.5,55,76,35-49,35-49,0
age,hist_gradient_boosting,0.5,55,76,35-49,50-XX,0
age,hist_gradient_boosting,0.5,55,76,50-XX,18-24,3
age,hist_gradient_boosting,0.5,55,76,50-XX,25-34,5
age,hist_gradient_boosting,0.5,55,76,50-XX,35-49,0
age,hist_gradient_boosting,0.5,55,76,50-XX,50-XX,0
age,xgboost,0.5,55,76,18-24,18-24,23
age,xgboost,0.5,55,76,18-24,25-34,32
age,xgboost,0.5,55,76,18-24,35-49,1
age,xgboost,0.5,55,76,18-24,50-XX,0
age,xgboost,0.5,55,76,25-34,18-24,25
age,xgboost,0.5,55,76,25-34,25-34,33
age,xgboost,0.5,55,76,25-34,35-49,0
age,xgboost,0.5,55,76,25-34,50-XX,0
age,xgboost,0.5,55,76,35-49,18-24,11
age,xgboost,0.5,55,76,35-49,25-34,9
age,xgboost,0.5,55,76,35-49,35-49,0
age,xgboost,0.5,55,76,35-49,50-XX,0
age,xgboost,0.5,55,76,50-XX,18-24,5
age,xgboost,0.5,55,76,50-XX,25-34,3
age,xgboost,0.5,55,76,50-XX,35-49,0
age,xgboost,0.5,55,76,50-XX,50-XX,0
age,mlp,0.5,55,76,18-24,18-24,22
age,mlp,0.5,55,76,18-24,25-34,15
age,mlp,0.5,55,76,18-24,35-49,11
age,mlp,0.5,55,76,18-24,50-XX,8
age,mlp,0.5,55,76,25-34,18-24,29
age,mlp,0.5,55,76,25-34,25-34,15
age,mlp,0.5,55,76,25-34,35-49,7
age,mlp,0.5,55,76,25-34,50-XX,7
age,mlp,0.5,55,76,35-49,18-24,6
age,mlp,0.5,55,76,35-49,25-34,6
age,mlp,0.5,55,76,35-49,35-49,7
age,mlp,0.5,55,76,35-49,50-XX,1
